fecha,cliente,segmento,pais,ciudad,responsable_cuenta,producto,plan,canal,estado,ingresos,cantidad,margen_bruto,tickets_soporte,nps,riesgo_churn,comentarios
2026-02-25,Cliente 019,Pyme,Colombia,Bogotá,Sofía Vega,Sincronización CRM,Escala,Referido,Activo,981.09,5,681.04,0,7,11.9,Necesita apoyo de onboarding y documentación más clara
2026-02-26,Cliente 072,Enterprise,Chile,Valparaíso,Ana Torres,Automatización,Inicio,Aliado,En riesgo,5901.96,19,3477.96,3,8,15.3,Está satisfecho con la automatización pero quiere más campos del CRM
2026-02-27,Cliente 046,Enterprise,México,Guadalajara,Sofía Vega,Analítica,Escala,Aliado,En riesgo,9959.34,21,4830.64,3,7,26.5,Preocupación de precio durante la conversación de renovación
2026-02-28,Cliente 075,Enterprise,Colombia,Cali,Luis Rivera,Soporte IA,Enterprise,Aliado,Expansión,21536.72,20,14293.64,2,6,33.6,Bajo uso durante el último mes
2026-03-01,Cliente 048,Mediana empresa,Estados Unidos,Austin,Luis Rivera,Analítica,Inicio,Referido,Activo,1795.58,11,757.9,0,9,0,Necesita apoyo de onboarding y documentación más clara
2026-03-02,Cliente 028,Enterprise,Perú,Arequipa,Carlos Méndez,Analítica,Escala,Referido,Activo,5590.86,17,2861.73,2,9,4.0,Bajo uso durante el último mes
2026-03-03,Cliente 052,Pyme,Chile,Santiago,Ana Torres,Sincronización CRM,Crecimiento,Referido,Activo,952.21,7,606.81,0,6,9.3,Bajo uso durante el último mes
2026-03-04,Cliente 061,Pyme,México,CDMX,Sofía Vega,Sincronización CRM,Crecimiento,Referido,Expansión,866.29,4,392.83,0,6,15.5,Está satisfecho con la automatización pero quiere más campos del CRM
2026-03-05,Cliente 068,Mediana empresa,México,Guadalajara,Sofía Vega,Soporte IA,Inicio,Referido,Activo,1644.69,12,868.64,0,7,5.4,Alta adopción por parte del equipo de operaciones
2026-03-06,Cliente 066,Pyme,Colombia,Cali,Daniel Ortiz,Sincronización CRM,Crecimiento,Entrada,En riesgo,847.85,6,361.06,1,5,34.7,El cliente pidió reportes más rápidos y dashboards más claros
2026-03-07,Cliente 011,Pyme,Chile,Valparaíso,Daniel Ortiz,Soporte IA,Escala,Referido,Activo,1291.95,3,947.88,4,6,52.9,Alta adopción por parte del equipo de operaciones
2026-03-08,Cliente 056,Mediana empresa,Colombia,Bogotá,Ana Torres,Automatización,Crecimiento,Referido,Activo,3668.56,10,2688.18,2,6,29.7,Varios tickets sobre confiabilidad de la integración
2026-03-09,Cliente 089,Mediana empresa,Chile,Valparaíso,Carlos Méndez,Analítica,Inicio,Entrada,Activo,897.74,10,437.88,0,9,0,Preocupación de precio durante la conversación de renovación
2026-03-10,Cliente 012,Pyme,México,Guadalajara,Sofía Vega,Analítica,Inicio,Aliado,Activo,767.69,4,445.49,0,7,3.0,Bajo uso durante el último mes
2026-03-11,Cliente 007,Pyme,Colombia,Cali,Sofía Vega,Soporte IA,Escala,Prospección,Expansión,946.05,2,644.13,2,10,5.4,El cliente pidió reportes más rápidos y dashboards más claros
2026-03-12,Cliente 055,Mediana empresa,México,Guadalajara,Sofía Vega,Soporte IA,Inicio,Prospección,Activo,1815.38,7,1047.55,2,9,5.4,Varios tickets sobre confiabilidad de la integración
2026-03-13,Cliente 078,Enterprise,Chile,Valparaíso,Luis Rivera,Sincronización CRM,Escala,Referido,Expansión,13296.1,19,9100.52,0,8,2.9,Alta adopción por parte del equipo de operaciones
2026-03-14,Cliente 086,Pyme,Colombia,Bogotá,Daniel Ortiz,Soporte IA,Inicio,Referido,Activo,740.75,1,442.78,1,9,7.0,Necesita apoyo de onboarding y documentación más clara
2026-03-15,Cliente 023,Mediana empresa,Perú,Lima,Ana Torres,Sincronización CRM,Crecimiento,Aliado,Activo,1863.21,9,1010.82,2,6,37.6,Necesita apoyo de onboarding y documentación más clara
2026-03-16,Cliente 089,Enterprise,México,CDMX,Ana Torres,Soporte IA,Escala,Entrada,Activo,16909.23,18,11860.05,0,5,12.0,Necesita apoyo de onboarding y documentación más clara
2026-03-17,Cliente 081,Pyme,Colombia,Medellín,Luis Rivera,Sincronización CRM,Escala,Referido,Activo,1242.0,6,671.25,2,8,12.8,Preocupación de precio durante la conversación de renovación
2026-03-18,Cliente 061,Pyme,México,CDMX,Carlos Méndez,Sincronización CRM,Escala,Referido,Activo,596.0,6,393.0,2,9,4.4,Bajo uso durante el último mes
2026-03-19,Cliente 053,Enterprise,Estados Unidos,Nueva York,Carlos Méndez,Analítica,Crecimiento,Entrada,Activo,5897.16,17,3195.02,2,4,44.7,El cliente pidió reportes más rápidos y dashboards más claros
2026-03-20,Cliente 085,Enterprise,Colombia,Cali,Ana Torres,Pagos,Enterprise,Referido,En riesgo,16007.73,19,10646.96,1,6,25.9,El cliente pidió reportes más rápidos y dashboards más claros
2026-03-21,Cliente 036,Enterprise,México,CDMX,Sofía Vega,Soporte IA,Crecimiento,Referido,Activo,9864.05,20,5579.32,0,7,0,Necesita apoyo de onboarding y documentación más clara
2026-03-22,Cliente 067,Enterprise,Colombia,Bogotá,Daniel Ortiz,Pagos,Inicio,Prospección,Activo,5311.84,19,2536.99,4,6,49.9,Sponsor ejecutivo positivo y oportunidad de expansión
2026-03-23,Cliente 055,Enterprise,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Crecimiento,Prospección,Activo,3330.59,18,1936.89,0,7,0.8,Preocupación de precio durante la conversación de renovación
2026-03-24,Cliente 045,Pyme,Chile,Santiago,Sofía Vega,Pagos,Escala,Entrada,Expansión,977.12,3,615.25,1,5,21.0,Alta adopción por parte del equipo de operaciones
2026-03-25,Cliente 012,Pyme,Perú,Arequipa,Luis Rivera,Soporte IA,Inicio,Referido,En riesgo,638.71,2,328.89,0,5,18.8,Bajo uso durante el último mes
2026-03-26,Cliente 021,Pyme,Colombia,Cali,Sofía Vega,Automatización,Enterprise,Entrada,Expansión,2740.14,4,1600.12,1,7,14.2,Bajo uso durante el último mes
2026-03-27,Cliente 015,Pyme,México,CDMX,Daniel Ortiz,Automatización,Inicio,Prospección,En riesgo,889.75,3,627.13,2,8,5.0,Preocupación de precio durante la conversación de renovación
2026-03-28,Cliente 024,Mediana empresa,México,CDMX,Daniel Ortiz,Sincronización CRM,Inicio,Entrada,Activo,1404.43,11,879.6,0,5,25.6,Necesita apoyo de onboarding y documentación más clara
2026-03-29,Cliente 018,Pyme,México,Guadalajara,Sofía Vega,Automatización,Escala,Prospección,Expansión,1160.57,2,649.23,0,8,0,Sponsor ejecutivo positivo y oportunidad de expansión
2026-03-30,Cliente 083,Pyme,Colombia,Bogotá,Daniel Ortiz,Sincronización CRM,Crecimiento,Entrada,Perdido,792.0,2,356.92,2,6,35.2,Preocupación de precio durante la conversación de renovación
2026-03-31,Cliente 061,Pyme,Colombia,Cali,Daniel Ortiz,Automatización,Enterprise,Prospección,Activo,2612.54,4,1932.12,3,3,65.1,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-01,Cliente 063,Enterprise,Colombia,Medellín,Luis Rivera,Soporte IA,Inicio,Prospección,Activo,5190.6,19,2350.14,3,6,34.7,Alta adopción por parte del equipo de operaciones
2025-01-02,Cliente 020,Pyme,México,CDMX,Ana Torres,Pagos,Enterprise,Aliado,En riesgo,1226.5,5,656.44,1,5,26.5,Alta adopción por parte del equipo de operaciones
2025-01-03,Cliente 007,Pyme,Chile,Santiago,Sofía Vega,Pagos,Escala,Referido,Activo,1351.29,4,698.54,0,9,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-04,Cliente 035,Mediana empresa,México,CDMX,Luis Rivera,Pagos,Crecimiento,Aliado,Perdido,1791.91,8,1162.75,1,8,2.5,Bajo uso durante el último mes
2025-01-05,Cliente 072,Pyme,Colombia,Medellín,Daniel Ortiz,Sincronización CRM,Crecimiento,Aliado,Activo,488.11,9,369.04,0,7,10.8,Preocupación de precio durante la conversación de renovación
2025-01-06,Cliente 075,Enterprise,Colombia,Bogotá,Daniel Ortiz,Pagos,Inicio,Entrada,Perdido,4156.08,18,2578.15,2,6,32.2,Varios tickets sobre confiabilidad de la integración
2025-01-07,Cliente 088,Enterprise,Chile,Valparaíso,Carlos Méndez,Automatización,Crecimiento,Prospección,Expansión,7521.56,20,4404.08,1,6,24.8,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-08,Cliente 078,Pyme,Estados Unidos,Nueva York,Luis Rivera,Soporte IA,Crecimiento,Referido,Expansión,979.74,1,640.43,0,7,10.6,Varios tickets sobre confiabilidad de la integración
2025-01-09,Cliente 049,Mediana empresa,Colombia,Bogotá,Ana Torres,Analítica,Crecimiento,Aliado,Activo,2728.7,9,1363.66,2,6,38.4,Alta adopción por parte del equipo de operaciones
2025-01-10,Cliente 079,Mediana empresa,Perú,Lima,Luis Rivera,Soporte IA,Enterprise,Entrada,En riesgo,4822.33,11,2388.36,0,8,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-01-11,Cliente 022,Mediana empresa,Chile,Santiago,Ana Torres,Pagos,Inicio,Entrada,Activo,1199.11,12,906.63,2,3,58.6,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-12,Cliente 089,Mediana empresa,México,Monterrey,Daniel Ortiz,Soporte IA,Inicio,Referido,Expansión,1790.9,9,1357.42,0,2,39.5,Está satisfecho con la automatización pero quiere más campos del CRM
2025-01-13,Cliente 064,Pyme,Chile,Santiago,Ana Torres,Sincronización CRM,Enterprise,Referido,Perdido,1614.97,6,906.11,0,10,0,Bajo uso durante el último mes
2025-01-14,Cliente 010,Enterprise,Colombia,Medellín,Carlos Méndez,Analítica,Crecimiento,Entrada,Activo,5255.53,17,3715.66,2,9,0.9,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-15,Cliente 043,Pyme,Colombia,Bogotá,Daniel Ortiz,Pagos,Crecimiento,Entrada,Activo,721.12,2,453.16,1,7,3.7,Alta adopción por parte del equipo de operaciones
2025-01-16,Cliente 017,Pyme,Perú,Lima,Carlos Méndez,Pagos,Crecimiento,Entrada,En riesgo,464.18,4,336.98,1,5,27.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-17,Cliente 059,Pyme,Perú,Lima,Carlos Méndez,Analítica,Crecimiento,Prospección,En riesgo,818.59,5,375.64,3,6,40.9,Necesita apoyo de onboarding y documentación más clara
2025-01-18,Cliente 082,Pyme,Colombia,Medellín,Daniel Ortiz,Soporte IA,Inicio,Aliado,En riesgo,666.82,5,384.69,1,9,0,Necesita apoyo de onboarding y documentación más clara
2025-01-19,Cliente 061,Pyme,Colombia,Medellín,Ana Torres,Pagos,Crecimiento,Aliado,Activo,556.68,3,335.43,2,3,52.4,Preocupación de precio durante la conversación de renovación
2025-01-20,Cliente 082,Enterprise,Perú,Arequipa,Luis Rivera,Soporte IA,Escala,Referido,Activo,12252.5,16,9394.03,3,4,48.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-21,Cliente 064,Pyme,Colombia,Bogotá,Luis Rivera,Soporte IA,Crecimiento,Aliado,Activo,833.5,2,580.62,2,3,51.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-01-22,Cliente 047,Pyme,Colombia,Cali,Ana Torres,Automatización,Inicio,Aliado,Expansión,817.49,5,630.38,0,7,0,Preocupación de precio durante la conversación de renovación
2025-01-23,Cliente 023,Pyme,Colombia,Medellín,Ana Torres,Analítica,Escala,Aliado,Activo,1283.35,5,902.8,3,9,11.1,Necesita apoyo de onboarding y documentación más clara
2025-01-24,Cliente 068,Enterprise,Estados Unidos,Austin,Ana Torres,Analítica,Inicio,Aliado,Activo,7576.71,18,4203.04,3,2,65.9,Preocupación de precio durante la conversación de renovación
2025-01-25,Cliente 069,Pyme,Colombia,Bogotá,Ana Torres,Sincronización CRM,Escala,Referido,Activo,948.79,1,426.3,0,7,0,Varios tickets sobre confiabilidad de la integración
2025-01-26,Cliente 064,Pyme,Colombia,Cali,Carlos Méndez,Pagos,Escala,Referido,Activo,867.9,1,611.54,0,6,19.9,Preocupación de precio durante la conversación de renovación
2025-01-27,Cliente 040,Pyme,Colombia,Bogotá,Carlos Méndez,Sincronización CRM,Crecimiento,Aliado,Activo,747.4,2,393.29,0,7,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-01-28,Cliente 060,Pyme,Colombia,Medellín,Carlos Méndez,Sincronización CRM,Crecimiento,Aliado,Activo,623.96,3,464.56,1,6,21.9,Preocupación de precio durante la conversación de renovación
2025-01-29,Cliente 013,Pyme,Colombia,Cali,Luis Rivera,Sincronización CRM,Inicio,Prospección,Activo,431.75,6,297.16,1,3,38.8,Necesita apoyo de onboarding y documentación más clara
2025-01-30,Cliente 070,Enterprise,Colombia,Medellín,Carlos Méndez,Sincronización CRM,Escala,Referido,En riesgo,11287.07,19,4788.89,0,4,37.0,Preocupación de precio durante la conversación de renovación
2025-01-31,Cliente 030,Mediana empresa,Colombia,Bogotá,Daniel Ortiz,Pagos,Escala,Referido,Expansión,3192.24,4,1870.99,1,5,22.8,Bajo uso durante el último mes
2025-02-01,Cliente 027,Pyme,Perú,Lima,Carlos Méndez,Automatización,Crecimiento,Aliado,Expansión,781.64,3,513.68,0,6,10.5,Sponsor ejecutivo positivo y oportunidad de expansión
2025-02-02,Cliente 042,Mediana empresa,México,CDMX,Luis Rivera,Automatización,Enterprise,Prospección,Activo,6929.07,10,4903.65,2,5,35.8,Bajo uso durante el último mes
2025-02-03,Cliente 009,Mediana empresa,Colombia,Bogotá,Carlos Méndez,Pagos,Enterprise,Prospección,Activo,3095.52,11,1335.84,2,5,31.7,Bajo uso durante el último mes
2025-02-04,Cliente 037,Pyme,Colombia,Cali,Ana Torres,Soporte IA,Inicio,Entrada,Activo,522.53,1,381.18,0,7,0,Alta adopción por parte del equipo de operaciones
2025-02-05,Cliente 050,Enterprise,Perú,Lima,Luis Rivera,Sincronización CRM,Crecimiento,Referido,Perdido,5616.79,16,2769.47,1,6,15.0,Bajo uso durante el último mes
2025-02-06,Cliente 078,Mediana empresa,México,Monterrey,Sofía Vega,Soporte IA,Crecimiento,Entrada,Expansión,3040.38,6,1592.09,2,5,42.0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-02-07,Cliente 051,Mediana empresa,Perú,Lima,Sofía Vega,Automatización,Inicio,Referido,En riesgo,2110.29,10,1318.3,0,3,30.8,Sponsor ejecutivo positivo y oportunidad de expansión
2025-02-08,Cliente 081,Mediana empresa,Chile,Santiago,Luis Rivera,Soporte IA,Crecimiento,Entrada,Activo,3269.32,11,1463.19,2,8,10.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-02-09,Cliente 060,Pyme,Chile,Valparaíso,Sofía Vega,Sincronización CRM,Escala,Aliado,Activo,1060.35,4,795.44,1,5,28.7,Preocupación de precio durante la conversación de renovación
2025-02-10,Cliente 057,Pyme,Perú,Lima,Luis Rivera,Analítica,Crecimiento,Aliado,Expansión,781.14,6,478.43,0,7,9.3,Varios tickets sobre confiabilidad de la integración
2025-02-11,Cliente 023,Pyme,Colombia,Cali,Daniel Ortiz,Automatización,Crecimiento,Entrada,Expansión,1166.99,5,791.11,0,8,0,Bajo uso durante el último mes
2025-02-12,Cliente 026,Enterprise,Colombia,Bogotá,Luis Rivera,Analítica,Inicio,Entrada,En riesgo,7722.1,16,4180.45,2,9,0.4,Necesita apoyo de onboarding y documentación más clara
2025-02-13,Cliente 022,Pyme,México,Guadalajara,Carlos Méndez,Pagos,Crecimiento,Aliado,Expansión,791.79,2,398.8,2,7,12.3,Preocupación de precio durante la conversación de renovación
2025-02-14,Cliente 059,Pyme,Chile,Valparaíso,Daniel Ortiz,Sincronización CRM,Inicio,Aliado,Expansión,470.93,5,327.92,0,7,8.3,Necesita apoyo de onboarding y documentación más clara
2025-02-15,Cliente 033,Enterprise,México,Monterrey,Sofía Vega,Automatización,Inicio,Prospección,Expansión,9149.36,17,3900.86,1,8,5.2,El cliente pidió reportes más rápidos y dashboards más claros
2025-02-16,Cliente 030,Pyme,Chile,Santiago,Carlos Méndez,Automatización,Escala,Aliado,Expansión,1367.79,2,603.98,0,8,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-02-17,Cliente 043,Pyme,Colombia,Bogotá,Daniel Ortiz,Soporte IA,Crecimiento,Prospección,Perdido,950.54,4,516.51,3,6,47.4,Preocupación de precio durante la conversación de renovación
2025-02-18,Cliente 078,Enterprise,México,CDMX,Sofía Vega,Analítica,Inicio,Referido,Activo,4621.22,18,2261.11,1,6,15.1,Preocupación de precio durante la conversación de renovación
2025-02-19,Cliente 031,Pyme,México,Guadalajara,Carlos Méndez,Automatización,Escala,Aliado,Activo,1214.33,2,762.01,0,8,3.2,Varios tickets sobre confiabilidad de la integración
2025-02-20,Cliente 051,Pyme,México,Guadalajara,Daniel Ortiz,Pagos,Escala,Aliado,Expansión,1168.12,3,824.32,2,6,37.1,Sponsor ejecutivo positivo y oportunidad de expansión
2025-02-21,Cliente 077,Mediana empresa,México,CDMX,Carlos Méndez,Soporte IA,Crecimiento,Referido,Activo,1915.9,6,1034.52,0,7,12.3,Varios tickets sobre confiabilidad de la integración
2025-02-22,Cliente 063,Pyme,México,Guadalajara,Carlos Méndez,Soporte IA,Crecimiento,Entrada,Activo,713.88,2,309.81,2,5,39.3,Bajo uso durante el último mes
2025-02-23,Cliente 033,Mediana empresa,Chile,Valparaíso,Daniel Ortiz,Soporte IA,Crecimiento,Prospección,Expansión,2698.37,6,1847.95,0,7,10.3,Necesita apoyo de onboarding y documentación más clara
2025-02-24,Cliente 034,Mediana empresa,Estados Unidos,Miami,Carlos Méndez,Automatización,Crecimiento,Aliado,Activo,1816.46,9,1267.07,0,4,26.0,Alta adopción por parte del equipo de operaciones
2025-02-25,Cliente 067,Enterprise,Perú,Lima,Sofía Vega,Sincronización CRM,Escala,Referido,Expansión,11373.06,17,8561.13,0,7,5.5,Sponsor ejecutivo positivo y oportunidad de expansión
2025-02-26,Cliente 027,Enterprise,México,Guadalajara,Ana Torres,Automatización,Escala,Entrada,Expansión,11370.0,17,7942.49,0,8,0,Necesita apoyo de onboarding y documentación más clara
2025-02-27,Cliente 018,Pyme,Colombia,Bogotá,Sofía Vega,Pagos,Escala,Aliado,Expansión,877.76,3,429.29,0,10,0,Necesita apoyo de onboarding y documentación más clara
2025-02-28,Cliente 011,Pyme,Colombia,Medellín,Ana Torres,Sincronización CRM,Inicio,Aliado,Activo,561.61,3,371.9,1,7,18.0,El cliente pidió reportes más rápidos y dashboards más claros
2025-03-01,Cliente 013,Pyme,Perú,Arequipa,Daniel Ortiz,Pagos,Enterprise,Prospección,En riesgo,1978.25,2,1136.71,1,4,47.0,Varios tickets sobre confiabilidad de la integración
2025-03-02,Cliente 086,Pyme,México,Guadalajara,Carlos Méndez,Analítica,Inicio,Referido,Activo,635.09,7,469.76,2,8,21.4,Preocupación de precio durante la conversación de renovación
2025-03-03,Cliente 048,Pyme,Chile,Valparaíso,Daniel Ortiz,Soporte IA,Crecimiento,Entrada,Activo,1087.04,7,463.06,0,7,10.2,Está satisfecho con la automatización pero quiere más campos del CRM
2025-03-04,Cliente 052,Mediana empresa,Perú,Arequipa,Sofía Vega,Soporte IA,Enterprise,Entrada,Activo,6972.3,9,3665.97,1,7,13.4,El cliente pidió reportes más rápidos y dashboards más claros
2025-03-05,Cliente 017,Pyme,Colombia,Cali,Daniel Ortiz,Soporte IA,Inicio,Referido,Activo,745.05,1,378.19,1,9,1.0,El cliente pidió reportes más rápidos y dashboards más claros
2025-03-06,Cliente 021,Enterprise,Colombia,Medellín,Carlos Méndez,Automatización,Escala,Referido,Activo,15774.95,22,10433.81,0,3,38.7,Varios tickets sobre confiabilidad de la integración
2025-03-07,Cliente 029,Enterprise,Chile,Santiago,Carlos Méndez,Soporte IA,Enterprise,Referido,Activo,18140.33,19,10472.53,0,7,0,Preocupación de precio durante la conversación de renovación
2025-03-08,Cliente 015,Mediana empresa,Colombia,Medellín,Sofía Vega,Pagos,Escala,Prospección,Activo,2333.33,10,1429.9,3,2,67.4,Necesita apoyo de onboarding y documentación más clara
2025-03-09,Cliente 067,Mediana empresa,México,CDMX,Sofía Vega,Analítica,Crecimiento,Referido,Expansión,2493.91,9,1243.98,0,6,7.7,El cliente pidió reportes más rápidos y dashboards más claros
2025-03-10,Cliente 077,Pyme,México,Monterrey,Ana Torres,Sincronización CRM,Enterprise,Referido,Expansión,2031.57,2,1011.02,0,10,0,Preocupación de precio durante la conversación de renovación
2025-03-11,Cliente 029,Mediana empresa,Colombia,Bogotá,Sofía Vega,Soporte IA,Inicio,Aliado,Activo,2441.61,7,1621.34,0,10,0,Preocupación de precio durante la conversación de renovación
2025-03-12,Cliente 090,Enterprise,México,CDMX,Carlos Méndez,Pagos,Escala,Entrada,Expansión,10557.24,17,7130.9,1,7,5.8,Necesita apoyo de onboarding y documentación más clara
2025-03-13,Cliente 027,Pyme,Chile,Santiago,Carlos Méndez,Pagos,Inicio,Aliado,Expansión,408.03,6,196.08,0,8,0,Varios tickets sobre confiabilidad de la integración
2025-03-14,Cliente 076,Pyme,Colombia,Cali,Sofía Vega,Automatización,Inicio,Aliado,Expansión,705.11,4,372.98,0,6,16.9,Alta adopción por parte del equipo de operaciones
2025-03-15,Cliente 060,Enterprise,Chile,Valparaíso,Sofía Vega,Sincronización CRM,Inicio,Entrada,Activo,3953.9,15,2386.22,2,9,7.5,Necesita apoyo de onboarding y documentación más clara
2025-03-16,Cliente 050,Pyme,Chile,Valparaíso,Carlos Méndez,Pagos,Inicio,Prospección,Activo,322.96,4,241.31,1,5,35.3,Está satisfecho con la automatización pero quiere más campos del CRM
2025-03-17,Cliente 009,Pyme,México,Monterrey,Ana Torres,Automatización,Enterprise,Entrada,Expansión,2039.17,2,1263.67,0,7,0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-03-18,Cliente 005,Pyme,Colombia,Medellín,Carlos Méndez,Pagos,Inicio,Entrada,Activo,373.19,3,162.94,3,5,42.9,Necesita apoyo de onboarding y documentación más clara
2025-03-19,Cliente 074,Pyme,Colombia,Medellín,Daniel Ortiz,Pagos,Crecimiento,Entrada,Activo,760.36,4,358.13,1,7,5.7,Sponsor ejecutivo positivo y oportunidad de expansión
2025-03-20,Cliente 017,Mediana empresa,México,Monterrey,Carlos Méndez,Sincronización CRM,Crecimiento,Aliado,Expansión,1833.01,7,824.8,1,8,8.9,Sponsor ejecutivo positivo y oportunidad de expansión
2025-03-21,Cliente 082,Mediana empresa,Colombia,Medellín,Daniel Ortiz,Pagos,Crecimiento,Referido,Activo,2420.22,7,1346.66,3,7,26.4,Bajo uso durante el último mes
2025-03-22,Cliente 009,Pyme,Colombia,Medellín,Carlos Méndez,Automatización,Escala,Aliado,Expansión,1113.95,3,507.14,2,6,39.0,Alta adopción por parte del equipo de operaciones
2025-03-23,Cliente 023,Mediana empresa,Perú,Arequipa,Ana Torres,Pagos,Crecimiento,Prospección,Expansión,2382.27,5,1146.99,0,9,0,Bajo uso durante el último mes
2025-03-24,Cliente 062,Mediana empresa,Colombia,Cali,Daniel Ortiz,Automatización,Crecimiento,Aliado,Expansión,2656.96,8,1819.36,3,7,40.5,Preocupación de precio durante la conversación de renovación
2025-03-25,Cliente 087,Mediana empresa,Chile,Santiago,Sofía Vega,Sincronización CRM,Escala,Prospección,En riesgo,2898.86,4,2137.33,2,7,29.2,Bajo uso durante el último mes
2025-03-26,Cliente 041,Enterprise,Chile,Santiago,Luis Rivera,Analítica,Inicio,Entrada,En riesgo,4488.31,16,2346.97,4,4,54.2,Necesita apoyo de onboarding y documentación más clara
2025-03-27,Cliente 062,Pyme,Chile,Santiago,Sofía Vega,Analítica,Crecimiento,Entrada,En riesgo,1088.98,3,553.12,0,7,10.5,El cliente pidió reportes más rápidos y dashboards más claros
2025-03-28,Cliente 078,Pyme,Colombia,Cali,Luis Rivera,Automatización,Inicio,Aliado,Activo,717.16,1,547.12,0,8,0,Preocupación de precio durante la conversación de renovación
2025-03-29,Cliente 070,Enterprise,Perú,Arequipa,Carlos Méndez,Soporte IA,Inicio,Aliado,En riesgo,3536.87,16,2660.79,1,10,0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-03-30,Cliente 008,Pyme,México,Guadalajara,Carlos Méndez,Sincronización CRM,Inicio,Prospección,Activo,576.43,1,280.73,0,8,0,Necesita apoyo de onboarding y documentación más clara
2025-03-31,Cliente 053,Pyme,México,CDMX,Carlos Méndez,Automatización,Crecimiento,Prospección,Activo,790.62,2,563.04,1,8,11.8,Bajo uso durante el último mes
2025-04-01,Cliente 001,Pyme,Perú,Lima,Ana Torres,Automatización,Inicio,Aliado,Activo,741.69,5,510.14,1,6,15.0,Sponsor ejecutivo positivo y oportunidad de expansión
2025-04-02,Cliente 016,Pyme,México,Monterrey,Luis Rivera,Sincronización CRM,Escala,Referido,Activo,1104.84,7,618.69,0,8,0,Preocupación de precio durante la conversación de renovación
2025-04-03,Cliente 007,Mediana empresa,Colombia,Cali,Ana Torres,Soporte IA,Crecimiento,Prospección,Activo,2814.46,9,1953.02,1,8,5.2,Sponsor ejecutivo positivo y oportunidad de expansión
2025-04-04,Cliente 090,Pyme,Perú,Lima,Sofía Vega,Analítica,Escala,Aliado,Expansión,1133.55,5,536.78,0,8,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-04-05,Cliente 079,Pyme,Perú,Arequipa,Sofía Vega,Pagos,Inicio,Aliado,Activo,446.06,5,255.77,2,7,13.0,Varios tickets sobre confiabilidad de la integración
2025-04-06,Cliente 054,Pyme,Perú,Lima,Ana Torres,Analítica,Inicio,Prospección,Expansión,580.07,1,264.67,1,8,2.3,El cliente pidió reportes más rápidos y dashboards más claros
2025-04-07,Cliente 088,Mediana empresa,Perú,Arequipa,Carlos Méndez,Sincronización CRM,Escala,Prospección,Expansión,2387.86,13,1240.11,0,7,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-04-08,Cliente 076,Enterprise,Perú,Lima,Luis Rivera,Soporte IA,Enterprise,Entrada,Activo,24261.46,16,14331.52,1,7,6.1,Sponsor ejecutivo positivo y oportunidad de expansión
2025-04-09,Cliente 072,Enterprise,Perú,Arequipa,Ana Torres,Soporte IA,Inicio,Referido,Perdido,6538.94,15,4988.43,2,5,33.5,Sponsor ejecutivo positivo y oportunidad de expansión
2025-04-10,Cliente 006,Enterprise,Colombia,Cali,Luis Rivera,Soporte IA,Crecimiento,Entrada,Activo,6700.44,18,4694.15,0,6,5.7,El cliente pidió reportes más rápidos y dashboards más claros
2025-04-11,Cliente 066,Pyme,Chile,Valparaíso,Carlos Méndez,Automatización,Inicio,Prospección,Activo,657.81,4,316.8,2,7,12.8,Necesita apoyo de onboarding y documentación más clara
2025-04-12,Cliente 035,Enterprise,Colombia,Bogotá,Luis Rivera,Pagos,Inicio,Prospección,En riesgo,5244.42,19,3989.5,1,8,0,El cliente pidió reportes más rápidos y dashboards más claros
2025-04-13,Cliente 081,Mediana empresa,Perú,Lima,Carlos Méndez,Automatización,Inicio,Entrada,Expansión,1905.92,7,1472.05,1,3,37.1,Bajo uso durante el último mes
2025-04-14,Cliente 084,Pyme,Chile,Santiago,Sofía Vega,Automatización,Inicio,Aliado,Expansión,803.27,5,382.38,0,7,1.4,Necesita apoyo de onboarding y documentación más clara
2025-04-15,Cliente 059,Pyme,Perú,Lima,Daniel Ortiz,Soporte IA,Enterprise,Aliado,Expansión,2095.87,7,896.15,1,8,2.9,Alta adopción por parte del equipo de operaciones
2025-04-16,Cliente 055,Pyme,Estados Unidos,Austin,Ana Torres,Pagos,Inicio,Entrada,Expansión,593.63,3,425.97,1,7,3.9,Necesita apoyo de onboarding y documentación más clara
